sample_id,pair_id,row_index,chunk_index,chunk_total,frame_start,frame_end,frame_ids,sheet_path,video_path,target_concept,expected_effect,prompt
case_227,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_side_213,227,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/227_case_227_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_227/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10027.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_227,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_side_213,227,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/227_case_227_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_227/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10027.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_227,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_side_213,227,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/227_case_227_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_227/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10027.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_227,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_side_213,227,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/227_case_227_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_227/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10027.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_227,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_side_213,227,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/227_case_227_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_227/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10027.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_228,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_bright_214,228,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/228_case_228_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_228/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10028.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_228,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_bright_214,228,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/228_case_228_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_228/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10028.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_228,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_bright_214,228,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/228_case_228_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_228/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10028.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_228,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_bright_214,228,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/228_case_228_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_228/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10028.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_228,v2_fluid_impact_silver_coin_a_small_splash_crown_and_ripple_ring_bright_214,228,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/228_case_228_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_228/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10028.mp4,silver coin,a small splash crown and ripple rings appear,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames."
case_229,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_plain_215,229,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/229_case_229_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_229/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed10029.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_229,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_plain_215,229,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/229_case_229_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_229/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed10029.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_229,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_plain_215,229,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/229_case_229_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_229/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed10029.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_229,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_plain_215,229,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/229_case_229_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_229/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed10029.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_229,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_plain_215,229,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/229_case_229_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_229/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed10029.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_230,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_slow_216,230,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/230_case_230_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_230/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed10030.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_230,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_slow_216,230,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/230_case_230_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_230/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed10030.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_230,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_slow_216,230,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/230_case_230_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_230/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed10030.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_230,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_slow_216,230,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/230_case_230_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_230/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed10030.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_230,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_slow_216,230,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/230_case_230_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_230/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed10030.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_231,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_top_217,231,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/231_case_231_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_231/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed10031.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_231,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_top_217,231,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/231_case_231_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_231/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed10031.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_231,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_top_217,231,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/231_case_231_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_231/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed10031.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_231,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_top_217,231,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/231_case_231_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_231/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed10031.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_231,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_top_217,231,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/231_case_231_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_231/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed10031.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_232,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_side_218,232,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/232_case_232_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_232/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10032.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_232,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_side_218,232,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/232_case_232_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_232/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10032.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_232,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_side_218,232,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/232_case_232_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_232/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10032.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_232,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_side_218,232,3,5,13,20,f013;f014;f015;f016;f017;f018;f019;f020,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/232_case_232_chunk03_f013_f020.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_232/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10032.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_232,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_side_218,232,4,5,17,24,f017;f018;f019;f020;f021;f022;f023;f024,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/232_case_232_chunk04_f017_f024.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_232/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed10032.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
case_233,v2_fluid_impact_milk_droplet_a_white_swirl_blooms_through_the_cof_bright_219,233,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/wan_v2_clean_gate_gpt54_6shards_20260701/shard_04_start204_limit050/chunk_sheets/233_case_233_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/wan_v2_candidates304_clean_step20_f25_320x576_8gpu_s1_cpuenc_20260701/clean_shards/prompt_233/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed10033.mp4,milk droplet,a white swirl blooms through the coffee,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee only after the visible contact moment, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames."
